generation,N_shifts,logPrior,logLik,eventRate,acceptRate
5240000,4,23.9274,-2548.08,1.94801,0.4383
5250000,5,26.2257,-2555.29,2.33225,0.416
5260000,3,17.1016,-2556.58,2.08826,0.3994
5270000,2,12.2007,-2561.48,1.02378,0.371289
5280000,3,16.5881,-2556.87,2.41934,0.4006
5290000,2,8.16556,-2564.8,1.18,0.4164
5300000,3,19.3701,-2562,2.27777,0.3757
5310000,3,18.1662,-2560.16,3.04526,0.4159
5320000,2,12.8666,-2565.46,1.10367,0.370933
5330000,3,15.7035,-2555.84,3.65585,0.365371
5340000,3,19.2767,-2559.12,1.96028,0.396433
5350000,4,24.125,-2549.72,3.00232,0.4131
5360000,3,13.3447,-2556.21,0.740029,0.394375
5370000,3,18.4647,-2552.5,0.679433,0.380805
5380000,4,23.8753,-2549.29,1.32563,0.3964
5390000,4,19.3721,-2556.54,2.42961,0.4106
5400000,3,15.2543,-2561.45,4.13092,0.3888
5410000,1,6.24702,-2575.75,1.21483,0.3721
5420000,3,19.1915,-2557.5,3.28721,0.38005
5430000,4,21.4521,-2550.01,2.13857,0.4118
5440000,3,19.8624,-2553.83,1.74835,0.4154
5450000,5,24.528,-2551.27,1.93219,0.381875
5460000,5,30.1845,-2552.54,3.09329,0.4231
5470000,6,35.1797,-2554.51,3.36133,0.4214
5480000,4,20.3443,-2549.04,3.32238,0.4216
5490000,4,24.6195,-2546.77,1.3202,0.4285
5500000,3,19.653,-2559.48,1.91684,0.4239
5510000,5,30.6121,-2558.34,2.10808,0.4164
5520000,2,14.8012,-2564.64,0.597582,0.372663
5530000,4,19.1412,-2552.63,3.75343,0.4216
5540000,6,29.1189,-2534.47,6.73999,0.4216
5550000,6,34.5381,-2532.34,2.26842,0.4089
5560000,5,26.3297,-2546.59,4.93409,0.4115
5570000,3,18.6102,-2563.53,1.7147,0.4127
5580000,1,7.51055,-2575.63,1.26412,0.3858
5590000,3,18.5699,-2560.31,2.21401,0.39545
5600000,3,16.8594,-2556.73,1.10686,0.4024
5610000,4,21.6657,-2555.49,3.20985,0.407
5620000,3,16.0273,-2560.72,2.40376,0.4161
5630000,3,18.3409,-2553.76,1.51061,0.3979
5640000,5,29.2988,-2551.76,2.48088,0.4193
5650000,7,36.5277,-2552.3,2.78437,0.4014
5660000,3,18.6951,-2551.73,1.07134,0.4036
5670000,7,37.5507,-2548.95,2.39115,0.4037
5680000,3,16.6436,-2557.43,1.24502,0.4185
5690000,3,14.5517,-2565.08,2.60035,0.3956
5700000,3,17.818,-2559.12,0.591617,0.37211
5710000,4,25.8463,-2558.98,1.4094,0.4135
5720000,5,27.8892,-2553.43,4.45678,0.398
5730000,5,27.1242,-2548.11,3.09675,0.4068
5740000,5,31.3498,-2565.48,1.28168,0.4132
5750000,3,8.00352,-2560.54,6.76198,0.4068
5760000,2,12.4693,-2562.3,1.43096,0.384171
5770000,2,9.18176,-2568.35,0.933849,0.37662
5780000,3,12.4513,-2558.36,1.95539,0.396
5790000,2,12.1579,-2565.31,1.74314,0.370852
5800000,5,26.7569,-2547.84,2.54968,0.39305
5810000,4,18.6407,-2549.73,4.87371,0.39665
5820000,5,26.2602,-2547.62,6.02142,0.4234
5830000,3,17.7454,-2555.7,0.847845,0.402
5840000,3,13.856,-2555.03,2.83868,0.3985
5850000,4,20.2917,-2552.12,3.1946,0.397
5860000,2,10.538,-2565.58,0.317784,0.374211
5870000,4,21.6041,-2555.26,1.41218,0.40165
5880000,2,8.74686,-2563,1.38351,0.3787
5890000,2,10.013,-2567.77,1.83566,0.38515
5900000,2,9.8694,-2565.52,2.07566,0.37175
5910000,3,18.6441,-2565.2,2.31112,0.3919
5920000,2,15.46,-2574.93,0.751627,0.3844
5930000,2,13.5659,-2563.45,1.88276,0.4079
5940000,2,10.4264,-2561.25,2.94429,0.4009
5950000,2,13.8539,-2566.69,0.584148,0.374513
5960000,2,13.4481,-2570.82,1.91111,0.4059
5970000,2,15.7528,-2567.77,0.585591,0.4104
5980000,1,7.28998,-2574.42,0.145461,0.362105
5990000,1,7.59147,-2577.23,1.21623,0.35016
6000000,3,19.6199,-2563.54,1.83844,0.4065
6010000,4,21.5718,-2562.66,4.27612,0.4345
6020000,3,18.9106,-2554.68,1.26118,0.4185
6030000,5,29.2405,-2549.88,1.84618,0.3978
6040000,4,21.1421,-2547.75,1.69874,0.432
6050000,4,20.9463,-2549.32,4.30268,0.4137
6060000,5,26.5823,-2542.34,1.92754,0.4398
6070000,3,17.6827,-2560.63,0.877653,0.4103
6080000,6,32.6598,-2556.29,3.51237,0.365422
6090000,5,18.8902,-2566.3,4.0047,0.4101
6100000,3,14.7931,-2556.65,1.98571,0.431
6110000,2,10.9541,-2562.18,1.72761,0.3982
6120000,3,18.9834,-2552.86,1.01339,0.369547
6130000,3,18.9459,-2559.49,0.639377,0.42
6140000,2,13.2241,-2577.36,2.89437,0.356737
6150000,3,15.875,-2552.24,3.59354,0.41105
6160000,4,23.0721,-2554.06,1.28142,0.4226
6170000,2,10.2065,-2567.82,0.780174,0.379
6180000,3,16.2253,-2562.47,2.1129,0.3849
6190000,2,12.2825,-2569.46,0.828202,0.3865
6200000,1,6.88083,-2574.02,0.739574,0.356178
6210000,3,13.6749,-2570.9,4.11798,0.3773
6220000,1,4.6522,-2575.47,0.545606,0.363217
6230000,1,6.50624,-2573.98,0.696304,0.341222
6240000,1,7.32565,-2572,0.609418,0.3645
6250000,1,7.0452,-2575.16,2.11803,0.33355
6260000,1,3.58412,-2575.42,2.0286,0.353175
6270000,2,12.3496,-2568.17,1.10646,0.333967
6280000,2,12.4714,-2564.14,1.95361,0.3525
6290000,2,9.5466,-2565.76,3.41181,0.3777
6300000,6,31.1234,-2551.22,5.40709,0.4012
6310000,4,26.266,-2555.41,2.62687,0.369575
6320000,3,21.1644,-2559.14,0.599098,0.412
6330000,3,16.0887,-2559.17,1.05367,0.413967
6340000,3,15.2944,-2556.95,1.74793,0.3771
6350000,5,23.1758,-2547.93,3.67106,0.3995
6360000,2,8.77686,-2564.54,1.86811,0.393625
6370000,3,15.7926,-2553.96,1.50046,0.3774
6380000,3,14.4405,-2557.44,0.811883,0.3762
6390000,4,19.921,-2558.28,3.02314,0.344354
6400000,3,12.6428,-2550.27,2.43529,0.3635
6410000,3,16.9899,-2551.44,1.37375,0.3774
6420000,5,26.7974,-2549.26,2.8939,0.3841
6430000,6,31.1731,-2535.12,2.58003,0.4041
6440000,4,25.289,-2545.11,1.47896,0.4233
6450000,9,44.046,-2548.26,5.84358,0.4136
6460000,5,28.5069,-2548.67,1.8107,0.4215
6470000,3,18.2391,-2561.86,0.841938,0.4056
6480000,4,20.2584,-2555.18,3.30029,0.4101
6490000,5,20.6856,-2556.63,3.62329,0.405
6500000,6,30.6225,-2537.81,1.58377,0.3946
6510000,6,34.2863,-2535.94,2.47582,0.4082
6520000,5,31.7112,-2554.39,2.22715,0.4231
6530000,4,20.1505,-2557.69,2.1486,0.4163
6540000,8,43.1498,-2536.34,5.29321,0.4203
6550000,7,33.4872,-2541.75,2.9558,0.4444
6560000,4,21.4742,-2554.89,3.15353,0.418
6570000,2,11.4105,-2567.53,1.10473,0.3884
6580000,7,34.0689,-2552.51,4.0271,0.3998
6590000,5,30.8103,-2549.95,1.45011,0.4199
6600000,4,23.6409,-2555.98,3.49457,0.411
6610000,4,26.8691,-2554.17,0.829095,0.4076
6620000,4,24.2102,-2551.11,1.08499,0.4347
6630000,4,20.1947,-2557.08,3.67188,0.4033
6640000,3,18.6217,-2553.24,2.6654,0.4148
6650000,4,21.5112,-2551.85,1.73648,0.4029
6660000,4,17.6579,-2549.8,2.33621,0.415
6670000,4,20.8116,-2545.93,5.05123,0.4172
6680000,4,23.72,-2560.23,1.97918,0.4013
6690000,5,30.3991,-2563.41,1.8668,0.4087
6700000,3,16.4049,-2553.66,2.18328,0.4054
6710000,3,15.8694,-2554.82,1.23105,0.3958
6720000,5,21.5412,-2549.42,6.70618,0.4002
6730000,4,17.4585,-2548.72,3.016,0.4239
6740000,3,12.2646,-2562.08,1.92616,0.3924
6750000,2,8.48359,-2562.39,1.03297,0.365067
6760000,2,8.05002,-2562.46,2.82398,0.3714
6770000,2,11.119,-2567.27,1.2107,0.3805
6780000,3,12.3031,-2560.62,2.3944,0.368854
6790000,5,30.3539,-2558.65,1.09677,0.39534
6800000,4,22.79,-2551.22,1.66093,0.4188
6810000,4,22.1063,-2549.76,2.653,0.4102
6820000,5,31.0852,-2552.39,1.60147,0.4168
6830000,3,18.4793,-2552.66,0.835618,0.4049
6840000,4,23.0456,-2551.97,1.71486,0.3929
6850000,3,16.954,-2555.97,1.68603,0.4067
6860000,4,24.3452,-2557.1,1.53421,0.3864
6870000,3,16.6167,-2558.81,2.77351,0.4099
6880000,3,17.6013,-2554.37,0.685477,0.4077
6890000,2,12.0693,-2561.45,1.53941,0.360866
6900000,2,13.8978,-2564.82,0.685371,0.3971
6910000,2,12.7493,-2569.1,3.31782,0.3923
6920000,2,13.0893,-2560.23,1.29124,0.3902
6930000,5,26.174,-2565.42,3.84769,0.3886
6940000,1,8.28285,-2579.02,0.595682,0.361633
6950000,3,12.4228,-2568.45,1.35357,0.3859
6960000,1,4.27754,-2571.73,1.5859,0.366947
6970000,2,10.4598,-2568.97,1.26799,0.378
6980000,3,16.253,-2556.38,0.749597,0.4008
6990000,3,20.2053,-2572.6,1.27037,0.41
7000000,5,23.2551,-2554.71,2.86396,0.345425
7010000,5,29.0399,-2540.05,1.4275,0.4162
7020000,4,19.2353,-2547.18,1.48802,0.3843
7030000,4,22.4044,-2555.94,2.35391,0.4099
7040000,2,12.0886,-2560.73,2.03493,0.364631
7050000,2,13.8222,-2564.23,1.13534,0.375733
7060000,3,13.1436,-2555.14,3.6326,0.39645
7070000,2,11.1475,-2566.75,1.18155,0.3937
7080000,3,16.0866,-2565.16,2.49008,0.4032
7090000,1,5.70047,-2575.99,1.5051,0.36415
7100000,4,15.6497,-2555.1,4.11574,0.40815
7110000,3,15.8302,-2563.22,2.01606,0.4284
7120000,3,17.6194,-2557.1,2.07346,0.4186
7130000,5,28.3557,-2553.4,1.83113,0.4123
7140000,4,23.4644,-2559.69,2.32462,0.4202
7150000,2,12.8676,-2562.72,1.44906,0.4042
7160000,4,23.244,-2556.74,2.16812,0.4034
7170000,4,23.9056,-2554.29,1.70159,0.427
7180000,5,26.9877,-2550.47,2.78907,0.4087
7190000,4,22.1702,-2547.4,4.68285,0.4114
7200000,6,29.8862,-2550.69,2.97655,0.4059
7210000,3,15.1665,-2568.65,3.60762,0.4133
7220000,2,14.1252,-2563.27,0.855734,0.34868
7230000,7,32.3818,-2549.88,2.14367,0.4213
7240000,6,33.5577,-2555.55,3.84398,0.436
7250000,3,20.3299,-2555.45,0.299209,0.378191
7260000,4,19.5037,-2561.21,2.85763,0.407
7270000,2,10.8703,-2566.34,0.986353,0.362583
7280000,5,30.0565,-2552.11,1.74266,0.4049
7290000,4,25.2685,-2550.24,1.50971,0.429
7300000,4,23.7179,-2548.84,1.79602,0.4139
7310000,7,39.4687,-2551.75,2.89031,0.4153
7320000,3,18.7908,-2554.87,1.35548,0.399929
7330000,4,20.6555,-2566.48,2.95725,0.385529
7340000,2,15.0877,-2566.52,1.05326,0.3922
7350000,3,17.4454,-2562.56,2.6663,0.353879
7360000,4,24.3281,-2563.89,1.46255,0.4059
7370000,4,26.2722,-2561.35,2.60131,0.406367
7380000,4,23.8336,-2559.3,0.423636,0.445
7390000,3,13.6707,-2550.96,3.83026,0.40584
7400000,3,14.4226,-2556.14,2.61815,0.4175
7410000,4,23.1902,-2556.17,2.23622,0.38758
7420000,6,29.5499,-2552.88,7.16112,0.4239
7430000,3,18.9368,-2552.74,1.7192,0.4122
7440000,3,19.5087,-2556.21,0.754414,0.3969
7450000,4,22.8986,-2557.67,2.0477,0.4036
7460000,4,20.7696,-2554.27,2.25311,0.4193
7470000,5,26.0738,-2551.74,4.04638,0.374644
7480000,4,22.1967,-2552.55,0.876127,0.4038
7490000,5,30.8217,-2556.19,1.84152,0.4075
7500000,4,23.3302,-2541.26,2.67943,0.3987
7510000,5,27.3675,-2540.07,3.65249,0.4221
7520000,6,33.0231,-2551.17,3.44833,0.4121
7530000,4,21.4846,-2551.07,1.78891,0.4215
7540000,1,5.17951,-2573.08,1.6228,0.365212
7550000,3,17.6258,-2567.43,1.30379,0.3834
7560000,2,13.2741,-2567.3,0.793231,0.403
7570000,5,26.3145,-2547.52,2.68534,0.4007
7580000,5,26.9375,-2544.08,2.36754,0.4159
7590000,6,34.6355,-2552.71,2.39453,0.4225
7600000,4,19.5659,-2554.91,1.21314,0.4031
7610000,4,19.9614,-2551.76,2.6799,0.3888
7620000,4,21.5399,-2553.53,3.5352,0.4114
7630000,4,24.3271,-2541.65,0.903519,0.3978
7640000,5,25.484,-2535.71,2.67677,0.3859
7650000,4,19.2788,-2543.47,1.30248,0.4022
7660000,5,27.4262,-2544.3,2.85775,0.3961
7670000,3,15.6113,-2555.58,2.98712,0.4137
7680000,4,20.745,-2548.58,0.791987,0.3784
7690000,5,23.6491,-2550.81,2.25358,0.4
7700000,5,21.4641,-2551.5,4.01199,0.41
7710000,5,24.1534,-2560.57,3.12993,0.4144
7720000,2,12.4494,-2571.81,1.50564,0.372056
7730000,5,28.1813,-2549.96,2.59786,0.3969
7740000,6,30.4269,-2544.17,2.62887,0.4325
7750000,8,44.8051,-2532.72,4.71405,0.4287
7760000,8,43.3511,-2547.13,5.03915,0.4218
7770000,5,26.7904,-2542.3,1.82063,0.4124
7780000,4,24.2007,-2551.36,2.22426,0.3997
7790000,5,30.8341,-2546.07,2.69577,0.4032
7800000,6,30.0598,-2543.15,4.4006,0.406
7810000,6,29.7247,-2540.4,3.39335,0.421
7820000,8,43.8945,-2540.96,5.06962,0.4069
7830000,4,23.7208,-2546.07,4.06532,0.4231
7840000,4,21.544,-2563.22,2.37271,0.361677
7850000,4,24.6045,-2553.27,2.86766,0.4022
7860000,2,10.6689,-2562.55,1.33535,0.3921
7870000,6,30.3019,-2534.41,2.73595,0.40505
7880000,5,23.8352,-2547.03,3.71831,0.4035
7890000,3,16.6124,-2553.22,1.47159,0.391533
7900000,9,47.9256,-2543.74,4.7607,0.4111
7910000,5,29.323,-2552.43,1.18201,0.4057
7920000,5,26.5842,-2540.77,3.80259,0.4125
7930000,4,23.678,-2541.59,1.30242,0.4118
7940000,5,29.5745,-2544.45,1.00615,0.4044
7950000,5,26.7655,-2545.8,3.70771,0.4196
7960000,4,24.2517,-2559.3,1.85233,0.4166
7970000,3,18.328,-2557.75,2.93466,0.4064
7980000,3,16.1872,-2549.81,3.32123,0.4062
7990000,1,6.57728,-2575.22,2.15129,0.36907
8000000,2,10.1201,-2566.83,3.54319,0.40615
8010000,3,16.6816,-2566.03,2.77694,0.368202
8020000,3,15.9352,-2560.45,2.39627,0.4237
8030000,2,9.47687,-2563.76,3.43595,0.396133
8040000,2,10.5728,-2562.81,2.08729,0.3881
8050000,1,7.36466,-2575.59,0.784518,0.366433
8060000,2,12.2261,-2567.89,0.985927,0.36186
8070000,3,11.8317,-2572.23,2.35402,0.3917
8080000,2,11.6889,-2563.29,0.277961,0.3685
8090000,2,11.2969,-2576.78,1.33805,0.37216
8100000,2,7.52441,-2565.77,0.870554,0.36755
8110000,3,12.3785,-2571.27,1.89525,0.3616
8120000,2,11.8152,-2563.32,0.998873,0.3924
8130000,2,12.1268,-2567.42,0.630366,0.3906
8140000,1,8.0172,-2573.45,0.117067,0.3514
8150000,1,9.01015,-2579.32,0.0948939,0.35624
8160000,4,26.2343,-2573.83,1.47082,0.3728
8170000,1,7.81541,-2583.7,1.76419,0.3945
8180000,2,12.5843,-2567.25,1.74108,0.3808
8190000,3,14.5805,-2562.76,2.73934,0.40575
8200000,2,12.6348,-2567.84,1.03622,0.4096
8210000,1,6.88884,-2574.34,0.874476,0.3753
8220000,3,17.6285,-2566.16,2.80815,0.38855
8230000,2,12.8048,-2567.45,1.70752,0.382
8240000,3,13.2226,-2566.21,2.50162,0.352567
8250000,4,16.1874,-2562.74,3.7128,0.350519
8260000,2,11.7913,-2567.74,2.41293,0.4038
8270000,2,11.2433,-2566.39,3.21671,0.406
8280000,4,23.4028,-2553.63,3.13129,0.3751
8290000,3,9.92502,-2565.73,4.10504,0.352771
8300000,4,23.3628,-2550.58,2.00792,0.41075
8310000,3,13.8075,-2558.11,3.20954,0.4183
8320000,5,24.7614,-2555.95,1.61366,0.3973
8330000,3,14.9538,-2553.45,1.49068,0.4085
8340000,4,20.404,-2556.88,1.99928,0.4055
8350000,4,18.5048,-2547.29,3.19145,0.4097
8360000,3,19.3449,-2563.02,1.58914,0.369792
8370000,1,7.05821,-2573.45,0.196939,0.341375
8380000,3,18.6545,-2561.25,1.39027,0.373
8390000,2,9.41979,-2561.65,0.697077,0.3934
8400000,3,14.9842,-2559.93,2.53206,0.3912
8410000,5,25.945,-2557.64,5.83115,0.4018
8420000,3,17.9469,-2557.36,1.08681,0.3987
8430000,3,18.2211,-2554.77,1.73733,0.4098
8440000,2,11.7942,-2564.98,2.84372,0.3998
8450000,2,13.0298,-2568.75,0.734774,0.371981
8460000,3,15.1641,-2561.65,3.38892,0.4103
8470000,4,23.0733,-2560.07,2.73491,0.39745
8480000,2,11.1854,-2563.68,1.41951,0.3771
8490000,4,23.379,-2563.57,2.10737,0.4055
8500000,3,20.48,-2560.87,1.43637,0.4299
8510000,4,19.6969,-2566.05,5.6986,0.407
8520000,2,16.1729,-2567,0.508813,0.40378
8530000,5,30.9711,-2546.22,0.992694,0.4115
8540000,5,30.5186,-2558.78,1.42492,0.4132
8550000,3,15.9669,-2555.04,0.715092,0.3866
8560000,2,14.2504,-2565.81,1.3296,0.4192
8570000,3,15.2535,-2553.8,2.44895,0.39235
8580000,4,22.7068,-2557.36,2.06312,0.4009
8590000,2,8.51154,-2562.28,2.42714,0.3809
8600000,2,13.2902,-2561.47,1.14162,0.3797
8610000,4,21.6757,-2562.35,2.86214,0.39394
8620000,3,17.6066,-2569.08,1.396,0.4166
8630000,2,13.733,-2563.81,1.56889,0.402433
8640000,2,14.747,-2564.27,0.821693,0.3751
8650000,2,14.4122,-2563.41,0.935373,0.4017
8660000,2,11.8804,-2562.29,0.683221,0.3969
8670000,3,13.367,-2552.02,1.69912,0.3871
8680000,4,17.6199,-2550.21,1.91674,0.4109
8690000,4,18.6578,-2559.26,4.01409,0.4103
8700000,2,12.7725,-2571.14,1.85944,0.3894
8710000,2,8.6338,-2564.37,2.46765,0.3779
8720000,3,16.4685,-2563.84,1.17826,0.3937
8730000,2,10.0041,-2566.11,1.31641,0.3724
8740000,3,14.3838,-2563.32,1.96491,0.3688
8750000,3,17.0465,-2557.78,0.983882,0.3921
8760000,4,19.8534,-2551.96,3.73122,0.4059
8770000,1,3.30128,-2575.38,2.4597,0.340187
8780000,3,16.0428,-2557.12,2.10477,0.41515
8790000,3,17.7641,-2553.64,1.13251,0.4055
8800000,3,15.493,-2558.58,2.05127,0.4036
8810000,4,18.6989,-2552.53,3.41484,0.4051
8820000,5,22.338,-2553.43,2.72498,0.402
8830000,4,17.6226,-2555.79,3.49234,0.359194
8840000,3,18.7365,-2554.91,1.54041,0.40925
8850000,6,28.5905,-2533.84,5.4276,0.4138
8860000,4,18.9025,-2552.53,5.00467,0.4063
8870000,5,26.4085,-2551.48,2.02541,0.4144
8880000,4,22.1585,-2554.05,2.47351,0.3976
8890000,5,24.6141,-2552.33,2.9887,0.4177
8900000,6,30.3337,-2538.5,1.38147,0.4103
8910000,5,26.0955,-2540.44,4.18722,0.4176
8920000,7,25.5633,-2533.95,7.59218,0.395
8930000,6,26.6247,-2545.76,6.14881,0.4205
8940000,4,16.903,-2549.53,2.33599,0.4136
8950000,5,25.857,-2548.14,1.82506,0.4051
8960000,5,22.091,-2549.5,2.78215,0.3922
8970000,4,26.0933,-2561.63,1.76428,0.385642
8980000,3,18.3229,-2558.57,1.12154,0.4163
8990000,4,23.3414,-2546.82,1.37088,0.411767
9000000,4,23.7449,-2552.63,1.87481,0.4118
9010000,1,6.5719,-2579.77,0.599384,0.354596
9020000,4,21.7216,-2551.39,4.09982,0.414
9030000,2,14.9302,-2563.59,0.0846554,0.3844
9040000,2,11.3257,-2564.73,1.22682,0.41625
9050000,2,10.1072,-2566.36,0.773202,0.39515
9060000,4,21.0305,-2559.23,1.78087,0.3988
9070000,3,19.7265,-2556.96,1.15713,0.4139
9080000,4,19.4294,-2551.08,2.11059,0.4059
9090000,3,15.8775,-2554.02,3.6572,0.4127
9100000,5,23.8307,-2549.51,3.77473,0.3979
9110000,4,17.6764,-2556.76,3.29463,0.41
9120000,4,21.9254,-2557.63,1.99517,0.4126
9130000,5,27.6788,-2547,3.6735,0.3947
9140000,6,33.6414,-2555.5,1.83353,0.4142
9150000,5,21.4911,-2549.47,1.68967,0.4256
9160000,4,17.8412,-2550.33,2.39644,0.4226
9170000,4,24.5166,-2552.42,1.00758,0.4104
9180000,1,3.72559,-2575.88,2.67215,0.365824
9190000,2,10.4392,-2561.09,0.486426,0.38915
9200000,2,13.5713,-2567.12,1.17003,0.361744
9210000,5,27.8415,-2556.2,1.65479,0.3969
9220000,2,9.69746,-2562.11,0.921297,0.4131
9230000,5,25.9397,-2549.31,1.62355,0.403
9240000,6,28.6289,-2543.78,2.61331,0.3963
9250000,8,40.2709,-2538.78,4.10752,0.4074
9260000,6,28.2894,-2551.44,6.27755,0.4085
9270000,3,18.8263,-2556.09,2.28674,0.356798
9280000,3,18.0875,-2557.64,2.16501,0.4111
9290000,5,22.0229,-2553.91,5.03744,0.411233
9300000,2,16.0626,-2567.4,0.804675,0.4267
9310000,2,15.5415,-2571.28,0.850173,0.4073
9320000,2,13.7011,-2563.78,1.46015,0.4145
9330000,3,16.0537,-2560.74,1.59302,0.4062
9340000,5,23.7371,-2559.46,5.66546,0.379214
9350000,2,15.315,-2564.08,0.505582,0.4155
9360000,2,9.58059,-2566.31,2.90605,0.407867
9370000,4,21.1416,-2564.53,5.46623,0.4148
9380000,3,20.5083,-2560.74,1.9606,0.4203
9390000,3,17.4395,-2555.82,3.24719,0.370129
9400000,3,19.2296,-2559.71,2.34138,0.4155
9410000,1,6.23215,-2574.34,1.10303,0.388567
9420000,1,2.00523,-2572.68,2.76356,0.3711
9430000,1,7.81396,-2574.01,0.859549,0.3629
9440000,1,7.69323,-2576.29,0.338691,0.33875
9450000,1,8.31345,-2577.52,1.54636,0.3834
9460000,2,14.9884,-2571.95,0.732539,0.3793
9470000,2,9.95528,-2573.53,0.873545,0.362305
9480000,2,11.651,-2567.09,2.47231,0.34004
9490000,2,14.2537,-2569.73,1.20974,0.3976
9500000,2,13.0734,-2567.54,1.13516,0.3897
9510000,1,7.71832,-2576.17,2.01211,0.38668
9520000,2,11.6593,-2565.51,0.750139,0.36246
9530000,2,11.1928,-2572.3,0.272642,0.358678
9540000,2,13.2266,-2566.83,1.87385,0.3891
9550000,2,13.7053,-2567.04,2.57959,0.4134
9560000,1,8.46805,-2577.38,1.00679,0.3897
9570000,2,12.5178,-2568.32,1.33364,0.3867
9580000,2,11.7486,-2569.84,1.83791,0.3838
9590000,4,21.4217,-2563.85,1.94952,0.4199
9600000,2,13.3809,-2562.6,0.684101,0.38078
9610000,2,8.947,-2564.06,3.25938,0.3968
9620000,2,8.72503,-2570.45,1.28312,0.352409
9630000,4,22.1092,-2556.55,1.41753,0.40765
9640000,4,21.1206,-2552.2,3.15976,0.4103
9650000,2,12.3015,-2564.46,0.275498,0.4199
9660000,2,11.5448,-2567.15,0.881745,0.3916
9670000,4,25.4214,-2557.98,1.49646,0.37016
9680000,2,14.7091,-2568.69,0.683026,0.415
9690000,3,14.8767,-2553.97,3.06368,0.3932
9700000,3,18.3068,-2559.51,1.52007,0.360572
9710000,4,24.9526,-2554.28,2.78479,0.4326
9720000,5,27.1596,-2554.47,3.62639,0.4164
9730000,4,23.8629,-2556.77,1.86113,0.4023
9740000,5,24.8172,-2553.75,4.65133,0.421
9750000,5,29.7278,-2548.49,3.69098,0.4212
9760000,4,23.5167,-2554.58,1.65899,0.366353
9770000,6,33.201,-2551.78,4.52558,0.4182
9780000,4,21.644,-2548.03,2.31129,0.4271
9790000,10,51.0513,-2539.31,2.78616,0.426
9800000,5,23.7357,-2540.57,2.62044,0.4172
9810000,10,45.6003,-2538.79,4.00479,0.4242
9820000,6,29.6094,-2536.94,2.0102,0.4231
9830000,4,25.0325,-2549.3,3.61678,0.4006
9840000,5,30.1002,-2545.31,2.16965,0.4182
9850000,5,25.0155,-2543.33,3.92663,0.4105
9860000,6,29.6404,-2548.56,3.02759,0.4318
9870000,5,27.4847,-2545.78,1.9389,0.4207
9880000,4,18.7048,-2553.49,1.40464,0.384708
9890000,4,18.0239,-2551.94,3.18639,0.39825
9900000,5,28.0204,-2548.83,4.12246,0.4062
9910000,6,35.2357,-2540.35,4.32002,0.4187
9920000,5,29.5998,-2549.15,1.84649,0.4181
9930000,2,14.1545,-2566.18,0.706097,0.365221
9940000,4,23.4003,-2549.9,2.21186,0.41525
9950000,5,25.5659,-2543.78,2.98924,0.4261
9960000,5,30.1775,-2546.85,2.88666,0.4139
9970000,5,24.4381,-2542.81,4.39256,0.4196
9980000,6,29.2427,-2548.06,3.53903,0.4183
9990000,5,24.5573,-2550,4.72224,0.4261
10000000,7,37.2764,-2550.2,4.64792,0.43
10010000,4,23.2968,-2556.42,2.42729,0.4141
10020000,6,32.7133,-2551.93,3.74525,0.4132
10030000,4,23.3213,-2552.71,3.60089,0.432
10040000,3,19.8445,-2558.79,2.04326,0.407
10050000,4,21.8637,-2558.77,4.35459,0.4138
10060000,3,18.4306,-2561.95,1.72656,0.4164
10070000,3,19.9801,-2559.26,0.750284,0.3918
10080000,3,19.4668,-2560.11,1.6131,0.4144
10090000,4,23.1524,-2559.76,2.3315,0.4097
10100000,3,18.0514,-2555.94,1.83614,0.4103
10110000,4,19.7543,-2549.13,1.48957,0.4025
10120000,6,31.7297,-2536.23,4.41908,0.3922
10130000,5,30.1194,-2546.22,2.13442,0.4206
10140000,5,23.7235,-2550.87,2.0511,0.4157
10150000,5,26.6908,-2552.18,1.83477,0.4136
10160000,4,24.5345,-2547.62,1.79569,0.3911
10170000,3,16.8203,-2554.46,1.07992,0.403
10180000,2,12.5971,-2566.75,1.38796,0.3896
10190000,4,23.1952,-2548.85,0.520803,0.368829
10200000,2,11.3398,-2563.2,0.613889,0.3928
10210000,4,25.7639,-2548.18,2.55431,0.351654
10220000,7,39.3198,-2549.29,7.00887,0.411
10230000,7,42.2125,-2553.6,5.38674,0.4227
10240000,7,41.5564,-2552.35,3.82602,0.4383
10250000,4,25.9256,-2554.64,2.72537,0.4243
10260000,5,30.4162,-2545.49,3.89986,0.4261
10270000,3,20.8695,-2553.96,0.510108,0.4321
10280000,2,11.6161,-2564.12,2.70509,0.392
10290000,7,37.9453,-2544.22,2.68935,0.382455
10300000,4,25.1114,-2552.45,1.19629,0.435
10310000,5,26.14,-2552.46,2.69439,0.4282
10320000,5,24.6142,-2550.89,5.87611,0.4287
10330000,6,31.7638,-2550.34,2.20345,0.4226
10340000,9,42.2198,-2547.15,6.42745,0.4407
10350000,4,26.2402,-2554.36,1.24782,0.4324
10360000,5,29.6304,-2563.86,1.69202,0.4134
10370000,7,41.0812,-2552.14,4.90403,0.4363
10380000,3,17.433,-2559.72,1.83058,0.4107
10390000,3,18.2715,-2556.18,0.555109,0.4096
10400000,3,16.3346,-2555.96,2.80785,0.4113
10410000,3,16.4125,-2561.67,3.33356,0.359569
10420000,5,31.4074,-2556.47,1.93975,0.372386
10430000,2,13.844,-2566.28,0.893566,0.4073
10440000,3,18.5598,-2554.72,1.23717,0.4199
