generation,N_shifts,logPrior,logLik,eventRate,acceptRate
1630000,4,21.4589,-2549.33,3.25313,0.4009
1640000,4,22.3945,-2547.1,3.26064,0.4038
1650000,5,27.6392,-2541.69,1.79348,0.4116
1660000,5,24.1383,-2559.62,3.57364,0.4098
1670000,5,26.8351,-2558.51,2.03217,0.387
1680000,3,14.1058,-2557.64,3.47999,0.3948
1690000,5,29.2723,-2557.62,2.4478,0.372793
1700000,2,12.8769,-2562.88,0.745298,0.359594
1710000,2,11.6154,-2566.07,2.32389,0.4066
1720000,3,18.6863,-2553.73,1.13801,0.4088
1730000,2,13.3772,-2568.29,1.79333,0.411167
1740000,3,17.3052,-2555.14,1.7216,0.4098
1750000,3,14.5558,-2581.39,2.07134,0.3921
1760000,2,8.35534,-2568.6,1.15829,0.367787
1770000,2,9.45607,-2563.71,1.08863,0.3691
1780000,2,9.99002,-2564.38,1.93881,0.388
1790000,2,11.0441,-2568.57,1.33933,0.356825
1800000,3,16.81,-2567.2,1.9552,0.3824
1810000,1,8.14316,-2573.73,0.477984,0.3578
1820000,2,12.6669,-2571.47,2.09471,0.36337
1830000,3,18.9027,-2566.97,0.918236,0.369467
1840000,2,14.5627,-2569.26,0.697572,0.3988
1850000,1,10.3951,-2581.09,0.877466,0.370333
1860000,1,7.86606,-2574.49,1.08508,0.36316
1870000,1,8.37622,-2578.14,0.674471,0.3544
1880000,1,5.96813,-2577.98,2.92756,0.3929
1890000,2,15.4375,-2572.99,2.42242,0.405167
1900000,3,15.5684,-2561.39,2.67581,0.4001
1910000,3,16.7618,-2561.54,2.29927,0.4117
1920000,3,18.7805,-2558.18,2.62064,0.4112
1930000,1,9.50199,-2580.45,0.573933,0.361669
1940000,1,9.67308,-2578.12,0.192828,0.3791
1950000,2,13.6747,-2562.85,1.06188,0.405
1960000,4,22.1185,-2557.77,3.7281,0.3908
1970000,5,31.418,-2549.25,1.75635,0.4249
1980000,4,23.1031,-2553.03,1.52497,0.4024
1990000,3,18.4023,-2557.64,2.92514,0.4275
2000000,4,21.8159,-2561.08,2.63536,0.4035
2010000,2,10.9796,-2568.08,1.02818,0.391417
2020000,2,10.917,-2563.86,2.68827,0.4002
2030000,4,20.1189,-2568.17,2.26421,0.4046
2040000,2,9.69791,-2563.03,2.59373,0.372678
2050000,2,10.3419,-2566.2,2.38278,0.3847
2060000,2,12.108,-2563.36,0.751642,0.3971
2070000,2,13.826,-2562.25,0.351032,0.363386
2080000,2,9.39346,-2563.06,0.644753,0.3855
2090000,2,11.5682,-2565.72,0.46992,0.3648
2100000,1,9.5786,-2577.01,0.502471,0.389467
2110000,1,9.24743,-2578.71,0.246736,0.36485
2120000,1,5.11549,-2571.2,0.971497,0.3612
2130000,1,7.4171,-2574.44,0.432713,0.36167
2140000,2,14.0035,-2568.71,2.44678,0.4073
2150000,4,23.3749,-2555.13,1.42569,0.3559
2160000,5,27.5699,-2557.62,2.05626,0.4242
2170000,2,11.1485,-2561.91,1.00773,0.4151
2180000,3,17.1108,-2560.92,1.99313,0.4074
2190000,3,16.0287,-2557.62,3.52271,0.4145
2200000,2,13.6015,-2565.46,1.32399,0.365212
2210000,2,12.8123,-2563.77,1.08193,0.4085
2220000,3,19.133,-2558.43,0.613491,0.41575
2230000,2,10.1061,-2563.5,1.09373,0.39005
2240000,2,6.92036,-2565.59,1.62338,0.374945
2250000,2,9.88679,-2564,2.92852,0.3734
2260000,4,18.7193,-2550.64,2.77985,0.3991
2270000,3,16.9425,-2550.66,1.94577,0.4059
2280000,2,7.26156,-2562.39,3.05151,0.375267
2290000,4,22.5514,-2568.84,2.72645,0.3773
2300000,3,17.8302,-2562.62,5.48765,0.4133
2310000,3,18.3389,-2563.94,0.682719,0.3839
2320000,2,11.5306,-2568.89,2.72126,0.40305
2330000,2,12.4502,-2565.81,1.13395,0.4033
2340000,2,11.4062,-2569.14,1.68456,0.3776
2350000,3,18.5987,-2566.58,1.46436,0.3747
2360000,2,10.2388,-2575.24,3.11979,0.3888
2370000,3,16.6208,-2567.17,3.80973,0.366122
2380000,2,12.1278,-2567.02,0.909617,0.349243
2390000,2,13.8724,-2571.91,0.67944,0.3637
2400000,2,11.4704,-2568.47,1.99217,0.401067
2410000,4,23.7902,-2566.45,2.47711,0.3806
2420000,4,22.5623,-2554.38,3.057,0.4121
2430000,3,18.7904,-2556.81,2.62304,0.4096
2440000,4,23.9662,-2552.9,1.69998,0.4096
2450000,3,16.7233,-2559.15,2.80252,0.4112
2460000,3,19.7203,-2556.47,2.14568,0.399
2470000,2,12.8367,-2565.1,1.43461,0.387657
2480000,6,31.2134,-2556.44,5.93401,0.4071
2490000,2,11.4366,-2563.26,1.37346,0.40145
2500000,2,10.7623,-2570,3.1144,0.3815
2510000,3,16.4979,-2561.75,2.84178,0.352917
2520000,2,13.0969,-2562.41,1.2056,0.379161
2530000,5,26.6497,-2571.72,4.90638,0.3771
2540000,3,17.8999,-2559.27,1.65297,0.4003
2550000,3,19.5568,-2565.26,0.99825,0.42
2560000,4,19.1915,-2546.97,2.90198,0.4272
2570000,4,18.5121,-2545.58,3.20138,0.3975
2580000,5,23.4232,-2546,3.36948,0.4075
2590000,4,19.0127,-2551.16,1.94133,0.3979
2600000,4,17.3189,-2549.11,6.36639,0.3786
2610000,5,25.5743,-2547.71,2.40696,0.4116
2620000,6,29.611,-2538.65,7.88982,0.4041
2630000,5,27.6427,-2543.36,3.67968,0.4058
2640000,6,31.5215,-2538.05,2.24502,0.4064
2650000,8,41.7277,-2540.16,3.93119,0.4022
2660000,6,25.2408,-2540.31,2.5506,0.4193
2670000,8,44.792,-2537.9,5.32113,0.4209
2680000,6,30.8582,-2533.66,5.27421,0.4199
2690000,7,42.7694,-2535.4,2.73941,0.4022
2700000,8,38.1612,-2540.62,5.31341,0.435
2710000,8,41.6505,-2553.4,6.04053,0.4328
2720000,5,27.9697,-2550.97,2.56954,0.4036
2730000,5,27.0503,-2554.33,4.93503,0.4141
2740000,4,26.965,-2550.09,2.04154,0.4134
2750000,4,25.0091,-2544.48,1.304,0.4065
2760000,5,26.1539,-2539.89,3.83516,0.4176
2770000,4,24.5245,-2550.65,1.20505,0.3978
2780000,6,34.8574,-2543.53,4.585,0.4231
2790000,4,24.5481,-2542.87,0.789817,0.4079
2800000,6,32.2422,-2557,4.02498,0.399
2810000,2,12.5507,-2561.37,1.06731,0.367932
2820000,3,16.7891,-2551.47,1.53844,0.369615
2830000,3,18.2462,-2575.14,2.99623,0.4026
2840000,2,13.8833,-2569.02,1.73667,0.3904
2850000,1,6.44763,-2575.17,0.945552,0.33105
2860000,3,16.3885,-2561.86,2.87006,0.396
2870000,1,6.09568,-2571.63,1.68439,0.367171
2880000,1,7.80971,-2577.75,0.572174,0.363889
2890000,3,18.2324,-2554.89,1.97544,0.408267
2900000,4,19.5184,-2550.45,5.07761,0.3955
2910000,3,17.6736,-2555.76,1.55982,0.4196
2920000,5,23.1086,-2557.18,1.75771,0.4107
2930000,7,41.6414,-2548.94,2.33293,0.4308
2940000,4,27.4313,-2553.63,1.34235,0.357117
2950000,4,21.1951,-2555.97,2.72045,0.4154
2960000,3,19.3674,-2558.81,1.67614,0.4108
2970000,4,23.3098,-2545.5,1.65621,0.415075
2980000,4,25.2995,-2557.74,2.77876,0.379238
2990000,5,24.9792,-2543.22,3.15498,0.412733
3000000,9,45.1657,-2542.17,3.3448,0.4111
3010000,4,23.709,-2553.76,1.27103,0.4126
3020000,2,12.8002,-2563.02,1.64109,0.3663
3030000,4,20.3013,-2555.41,2.10421,0.4223
3040000,4,22.9799,-2556.75,1.87661,0.4
3050000,5,30.8697,-2549.62,1.24025,0.4195
3060000,7,35.3343,-2549,3.9368,0.4371
3070000,3,16.4579,-2554.31,1.23225,0.403225
3080000,4,23.44,-2548.49,3.28187,0.4131
3090000,4,19.8378,-2556.99,4.10813,0.430033
3100000,4,22.9724,-2555.63,2.30269,0.4216
3110000,4,23.5807,-2563.66,2.91106,0.4097
3120000,5,26.7363,-2547.62,2.91147,0.409
3130000,5,29.1094,-2544.66,2.00512,0.413
3140000,4,18.5927,-2542.66,3.7144,0.4068
3150000,4,25.1273,-2543.14,1.51934,0.4202
3160000,5,29.558,-2548,1.17532,0.4181
3170000,4,22.7901,-2561.07,2.46182,0.4275
3180000,4,22.8306,-2562.69,0.633628,0.3989
3190000,4,21.5294,-2546.38,2.7093,0.4142
3200000,7,42.2309,-2545.07,2.26937,0.4122
3210000,8,41.8566,-2543.35,2.04558,0.4321
3220000,4,19.4994,-2557.93,3.65139,0.4058
3230000,5,22.5946,-2550.07,4.22056,0.3934
3240000,6,22.7182,-2537.66,3.89662,0.4045
3250000,7,36.6756,-2539.59,2.25645,0.4137
3260000,8,38.5965,-2532.71,4.20577,0.4006
3270000,6,29.4321,-2544.77,3.31559,0.4123
3280000,6,29.2413,-2537.6,3.79149,0.3865
3290000,9,48.6267,-2535.17,3.09846,0.3983
3300000,6,23.0999,-2524.52,3.98375,0.4117
3310000,6,28.8078,-2542.51,3.20342,0.4018
3320000,6,27.6996,-2542.59,4.02898,0.4095
3330000,2,12.8641,-2565.05,1.05341,0.362826
3340000,6,27.9771,-2538.13,1.67522,0.40455
3350000,5,24.0249,-2533.24,2.69275,0.4009
3360000,7,37.2636,-2532.35,3.16282,0.407
3370000,6,26.283,-2531.97,6.11558,0.4055
3380000,5,21.0524,-2534.28,2.5682,0.3961
3390000,6,27.3905,-2544.08,5.05506,0.3869
3400000,6,29.6691,-2545.11,4.38668,0.4014
3410000,10,47.6782,-2538.67,4.40269,0.4228
3420000,8,36.5793,-2532.94,4.44785,0.4283
3430000,8,38.1523,-2540.42,2.55696,0.4122
3440000,4,18.5546,-2543.55,1.91474,0.401
3450000,5,31.7239,-2550.11,3.17965,0.4043
3460000,3,19.2396,-2553.36,0.787469,0.4041
3470000,3,19.8933,-2556.63,1.4144,0.4071
3480000,3,17.5424,-2553.03,1.88877,0.4114
3490000,4,23.5865,-2557.72,2.72799,0.3947
3500000,6,34.9651,-2555.09,2.31008,0.4148
3510000,4,23.8733,-2559.87,2.18002,0.439
3520000,3,14.9863,-2554.36,4.92422,0.4232
3530000,4,23.2366,-2561.33,1.39358,0.36638
3540000,5,26.3395,-2557.05,4.17665,0.4081
3550000,4,24.1718,-2548.8,2.30703,0.3952
3560000,6,28.5418,-2540.95,2.1153,0.425
3570000,4,20.3344,-2554.84,1.54455,0.421
3580000,4,25.1627,-2557.81,1.89841,0.4203
3590000,2,13.2449,-2568.05,0.514435,0.358855
3600000,2,13.4368,-2566.78,0.931387,0.4114
3610000,2,10.4186,-2569.68,1.70228,0.3933
3620000,4,20.3049,-2557.61,3.33413,0.3947
3630000,2,11.0938,-2569.52,2.79702,0.4098
3640000,2,11.1361,-2565.73,2.17984,0.3833
3650000,3,13.5784,-2562.34,1.75623,0.3866
3660000,3,17.5401,-2555.22,2.60754,0.38005
3670000,3,15.0183,-2553.47,1.11048,0.3885
3680000,5,23.7782,-2549.27,4.1283,0.4002
3690000,2,11.1773,-2567.91,1.91633,0.355162
3700000,4,23.7295,-2562.37,1.14036,0.3941
3710000,3,16.2887,-2553.78,2.92997,0.428
3720000,5,29.4819,-2548.54,2.45914,0.4139
3730000,4,18.6881,-2556.03,5.42335,0.4008
3740000,6,31.0398,-2541.71,3.0123,0.4192
3750000,4,25.0142,-2545.26,1.21106,0.4153
3760000,4,20.5714,-2547.18,2.563,0.4081
3770000,3,17.317,-2550.58,1.09343,0.364061
3780000,5,27.7796,-2536.81,1.645,0.4086
3790000,4,22.2296,-2551.02,2.10411,0.3921
3800000,4,23.2405,-2555.22,2.44013,0.4011
3810000,5,28.6816,-2560.97,3.70497,0.3954
3820000,2,9.82698,-2568.63,1.70151,0.356964
3830000,3,20.1155,-2567.38,0.837374,0.40005
3840000,1,5.0899,-2577.57,0.959032,0.364927
3850000,1,6.94348,-2574.02,0.0735485,0.3384
3860000,2,10.2589,-2565.17,1.32205,0.370038
3870000,2,16.0214,-2569.7,0.921411,0.37065
3880000,2,9.94154,-2565.12,2.69329,0.36985
3890000,1,6.73914,-2574.62,1.27321,0.342257
3900000,3,20.3191,-2561.32,0.660862,0.4069
3910000,3,16.6189,-2558.55,1.54306,0.4216
3920000,4,26.7062,-2558.95,1.78986,0.4069
3930000,3,15.528,-2554.54,0.307055,0.4093
3940000,4,23.1421,-2545.41,3.13171,0.398
3950000,2,9.09371,-2563.04,2.19114,0.4146
3960000,2,10.5495,-2566.68,1.76909,0.368675
3970000,4,23.7789,-2557.25,1.36059,0.3877
3980000,3,18.8894,-2558.48,3.58602,0.381433
3990000,5,22.0234,-2544.71,1.52416,0.4218
4000000,4,23.5053,-2555.49,1.28258,0.4055
4010000,6,32.7997,-2549.56,3.71394,0.4188
4020000,4,20.5578,-2555.11,2.43942,0.4059
4030000,3,18.8887,-2554.69,1.88571,0.4084
4040000,3,17.0187,-2565.07,1.63372,0.4123
4050000,3,14.6808,-2559.55,4.7337,0.3901
4060000,6,29.956,-2555.72,3.02165,0.4104
4070000,2,10.6519,-2565.49,0.772706,0.3671
4080000,3,10.716,-2552.97,1.22113,0.3975
4090000,3,18.4706,-2561.04,1.65523,0.4072
4100000,4,21.4087,-2551.67,1.48562,0.4037
4110000,5,24.1585,-2547.35,1.70751,0.4119
4120000,4,24.12,-2553.03,2.18696,0.4096
4130000,5,28.6867,-2549.47,1.19043,0.4223
4140000,5,25.9292,-2544.2,4.15894,0.4167
4150000,4,13.8921,-2540.46,1.47945,0.3988
4160000,5,27.9499,-2546.61,2.81238,0.394
4170000,6,31.7545,-2538.85,3.57599,0.4214
4180000,7,40.8811,-2546.14,3.09696,0.4137
4190000,8,39.2828,-2537.14,7.05372,0.4259
4200000,8,43.9979,-2543.86,4.07126,0.4373
4210000,5,30.3106,-2544.86,0.528988,0.4267
4220000,4,23.2587,-2543.63,1.81959,0.4028
4230000,5,29.385,-2541.43,2.2859,0.4093
4240000,5,25.1965,-2537.81,3.93449,0.4084
4250000,4,24.7743,-2562.2,2.40867,0.4228
4260000,3,19.2925,-2555.13,2.51217,0.4134
4270000,3,19.5018,-2559.62,1.62494,0.4088
4280000,4,21.2953,-2558.37,3.07615,0.4116
4290000,5,23.3905,-2556.44,2.93511,0.4103
4300000,3,17.1082,-2555.86,0.979625,0.3956
4310000,2,11.4928,-2563.87,1.78072,0.4172
4320000,5,30.687,-2556.19,3.3239,0.4062
4330000,5,27.1566,-2551.31,2.65539,0.4204
4340000,3,18.7714,-2562.15,1.95179,0.4232
4350000,2,13.979,-2569.87,1.38065,0.362855
4360000,4,25.8417,-2557.43,1.66023,0.41025
4370000,5,23.8542,-2554.3,3.86102,0.4311
4380000,2,15.4582,-2569.04,1.09799,0.3979
4390000,2,11.4158,-2562.29,1.73297,0.4186
4400000,3,18.5135,-2562.23,0.99238,0.3846
4410000,3,19.9175,-2559.51,0.462983,0.3902
4420000,3,17.4867,-2562.7,2.21386,0.413
4430000,5,27.6353,-2547.28,2.3749,0.408
4440000,3,16.028,-2557.94,1.21936,0.4062
4450000,7,32.5821,-2539.13,5.21718,0.4186
4460000,4,24.2768,-2550.22,0.872749,0.390809
4470000,4,21.1045,-2556.99,4.11976,0.398
4480000,3,16.0768,-2554.66,1.99373,0.401
4490000,2,13.6931,-2567.21,0.905889,0.364284
4500000,2,13.5231,-2565.19,0.944003,0.413
4510000,1,6.30001,-2572.9,1.79672,0.3617
4520000,2,12.5196,-2563.8,0.692809,0.4203
4530000,2,12.1296,-2562.28,0.771741,0.4062
4540000,3,22.2798,-2561.28,1.21844,0.364367
4550000,3,18.6184,-2551.57,1.90302,0.4115
4560000,3,21.5527,-2563.4,0.604026,0.365277
4570000,2,11.6656,-2567.33,0.752226,0.366567
4580000,2,13.4713,-2565.35,0.761289,0.3739
4590000,2,9.23901,-2571.14,1.77773,0.4008
4600000,2,9.50591,-2570.48,2.44964,0.3835
4610000,2,12.1309,-2564.68,0.816294,0.3978
4620000,1,6.89526,-2572.71,0.241833,0.3486
4630000,2,12.1031,-2561.91,1.08917,0.37641
4640000,2,11.8414,-2564.32,2.07119,0.3854
4650000,3,12.8179,-2556.99,1.43592,0.351967
4660000,3,18.1346,-2555.99,1.93365,0.3998
4670000,2,11.4769,-2565.28,1.63097,0.379667
4680000,2,11.2242,-2563.58,1.15522,0.39785
4690000,2,10.576,-2562.57,1.59443,0.39155
4700000,2,10.2427,-2563.71,2.61547,0.378
4710000,2,10.729,-2560.31,2.76747,0.400433
4720000,4,16.1891,-2563.83,1.77781,0.3818
4730000,3,19.5611,-2551.23,1.09585,0.4036
4740000,3,16.16,-2555.26,2.0676,0.4349
4750000,4,23.7587,-2550.97,2.78567,0.4106
4760000,3,15.6876,-2554.89,1.71336,0.4109
4770000,3,14.311,-2553.63,2.73234,0.3953
4780000,5,27.0061,-2555.23,1.37533,0.4032
4790000,2,13.2858,-2569.51,1.62498,0.3985
4800000,3,14.26,-2558.23,0.922874,0.381088
4810000,2,13.6068,-2569.59,1.54023,0.39315
4820000,3,18.0849,-2558.94,1.30609,0.4021
4830000,3,18.311,-2557.99,0.955402,0.4073
4840000,3,19.9841,-2556.82,1.56027,0.4038
4850000,5,30.4948,-2554.11,2.26553,0.398
4860000,2,12.6387,-2576.27,1.07722,0.38782
4870000,3,18.6243,-2553.93,1.99158,0.373024
4880000,5,30.3035,-2562.36,2.52466,0.4149
4890000,2,11.8575,-2567.38,1.95392,0.4027
4900000,6,30.687,-2561.47,1.3776,0.359125
4910000,3,14.9418,-2555.74,2.9876,0.4043
4920000,6,36.7983,-2558.1,3.15718,0.3594
4930000,2,15.2293,-2570.24,2.22326,0.4106
4940000,3,12.5601,-2553.45,2.38416,0.397967
4950000,3,21.8383,-2566.51,1.66203,0.4159
4960000,3,12.8947,-2562.26,5.74592,0.39545
4970000,4,16.844,-2558.34,1.62776,0.4093
4980000,3,13.1115,-2564.08,2.25707,0.3774
4990000,3,20.6273,-2557.27,1.93732,0.421
5000000,1,7.78186,-2576.97,0.873974,0.372886
5010000,2,15.2215,-2565.71,0.690753,0.396267
5020000,4,27.4026,-2558.44,1.44098,0.39
5030000,3,19.5474,-2559,0.906906,0.417
5040000,3,18.8741,-2555.5,1.57383,0.4086
5050000,6,33.3417,-2551.74,3.01979,0.4124
5060000,4,24.5326,-2554.96,1.74952,0.4191
5070000,4,19.6476,-2552.28,4.98131,0.4071
5080000,2,12.1015,-2564.32,1.15983,0.3923
5090000,3,18.4895,-2564.17,3.04177,0.391912
5100000,2,10.41,-2576.16,1.6534,0.38315
5110000,3,16.7077,-2559.02,2.98415,0.41075
5120000,2,13.7427,-2567.22,0.811345,0.395
5130000,3,18.066,-2551.76,2.73101,0.3839
5140000,3,17.0734,-2556.45,1.52218,0.4093
5150000,4,21.4335,-2560.82,1.73023,0.361756
5160000,3,19.4099,-2557.55,1.65603,0.4028
5170000,3,14.7342,-2558.68,1.44373,0.392333
5180000,3,17.4744,-2555.36,1.21109,0.4113
5190000,4,19.5454,-2552.83,1.70949,0.4107
5200000,2,10.6228,-2561.48,1.47056,0.3699
5210000,3,16.1044,-2553.17,2.67439,0.3805
5220000,5,29.111,-2560.35,3.39377,0.4146
5230000,4,24.2079,-2545.47,1.55616,0.4256
