genus_species,Order,Family,Genus,Species,tiplabel,SVL_mm,Mass_g,rootmass,ED_right_mm,ED_left_mm,eyemean,CD_right_mm,CD_left_mm,cormean,Adult_habitat,Activity_period,Mating_habitat,Life_history,Larval_habitat,Sex_dichromatism
Pelobates_cultripes,Anura,Pelobatidae,Pelobates,cultripes,Pelobates_cultripes_Pelobatidae,68.8,36,3.301927249,10.2,10,10.1,7.7,7.4,7.55,Fossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pelobates_cultripes,Anura,Pelobatidae,Pelobates,cultripes,Pelobates_cultripes_Pelobatidae,83.5,76,4.235823584,11.7,10.7,11.2,9,9.2,9.1,Fossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pelobates_syriacus,Anura,Pelobatidae,Pelobates,syriacus,Pelobates_syriacus_Pelobatidae,49.4,10.6,2.196689235,6.6,6.3,6.45,5.4,4.7,5.05,Fossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pelobates_syriacus,Anura,Pelobatidae,Pelobates,syriacus,Pelobates_syriacus_Pelobatidae,81.3,57.8,3.866422233,9.1,8.8,8.95,6.7,7.1,6.9,Fossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pelodytes_punctatus,Anura,Pelodytidae,Pelodytes,punctatus,Pelodytes_punctatus_Pelodytidae,29.1,2,1.25992105,3.8,3.6,3.7,3.2,3.1,3.15,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pelodytes_punctatus,Anura,Pelodytidae,Pelodytes,punctatus,Pelodytes_punctatus_Pelodytidae,35.8,4,1.587401052,4,3.8,3.9,3,3.7,3.35,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pelodytes_punctatus,Anura,Pelodytidae,Pelodytes,punctatus,Pelodytes_punctatus_Pelodytidae,30.7,2,1.25992105,4.1,3.9,4,3.3,3.5,3.4,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pelodytes_punctatus,Anura,Pelodytidae,Pelodytes,punctatus,Pelodytes_punctatus_Pelodytidae,44.3,8,2,5,5.3,5.15,NA,4,4,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pelodytes_punctatus,Anura,Pelodytidae,Pelodytes,punctatus,Pelodytes_punctatus_Pelodytidae,38.3,6,1.817120593,5.4,5.2,5.3,3.5,4,3.75,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pelophylax_ridibundus,Anura,Ranidae,Pelophylax,ridibundus,Pelophylax_ridibundus_Ranidae,78.7,55.5,3.814441813,9.7,9.2,9.45,6.2,6.4,6.3,Semiaquatic,Both,Lotic water,Free-living larvae,Lotic water,Absent
Pelophylax_ridibundus,Anura,Ranidae,Pelophylax,ridibundus,Pelophylax_ridibundus_Ranidae,85.3,68,4.081655102,9.3,9.3,9.3,6.2,6.1,6.15,Semiaquatic,Both,Lotic water,Free-living larvae,Lotic water,Absent
Pelophylax_ridibundus,Anura,Ranidae,Pelophylax,ridibundus,Pelophylax_ridibundus_Ranidae,85.2,66,4.041240021,10.1,10.2,10.15,6.6,6.8,6.7,Semiaquatic,Both,Lotic water,Free-living larvae,Lotic water,Absent
Petropedetes_parkeri,Anura,Petropedetidae,Petropedetes,parkeri,Petropedetes_parkeri_Petropedetidae,48.7,11.2,2.237377884,6.8,6.6,6.7,5.4,5.5,5.45,Scansorial,Both,Ground,Free-living larvae,On land,Absent
Petropedetes_parkeri,Anura,Petropedetidae,Petropedetes,parkeri,Petropedetes_parkeri_Petropedetidae,61.5,23,2.84386698,8.3,8.3,8.3,6.5,6.3,6.4,Scansorial,Both,Ground,Free-living larvae,On land,Absent
Petropedetes_parkeri,Anura,Petropedetidae,Petropedetes,parkeri,Petropedetes_parkeri_Petropedetidae,49.9,9.2,2.095379106,6.9,6.7,6.8,5.4,5.6,5.5,Scansorial,Both,Ground,Free-living larvae,On land,Absent
Phlyctimantis _verrucosus,Anura,Hyperoliidae,Phlyctimantis ,verrucosus,Phlyctimantis_verrucosus_Hyperoliidae,52.8,10.2,2.168702885,7.2,7.2,7.2,4.8,5.1,4.95,Scansorial,NA,Plants,Free-living larvae,Lentic water,Absent
Phlyctimantis _verrucosus,Anura,Hyperoliidae,Phlyctimantis ,verrucosus,Phlyctimantis_verrucosus_Hyperoliidae,49.8,8.3,2.024693852,6.3,6.2,6.25,4.8,4.7,4.75,Scansorial,NA,Plants,Free-living larvae,Lentic water,Absent
Phrynobatrachus_krefftii,Anura,Phrynobatrachidae,Phrynobatrachus,krefftii,Phrynobatrachus_krefftii_Phrynobatrachidae,31.7,3.5,1.518294486,4.5,4.5,4.5,3.7,3.7,3.7,Semiaquatic,Diurnal,Lentic water,Free-living larvae,Lotic water,Absent
Phrynobatrachus_krefftii,Anura,Phrynobatrachidae,Phrynobatrachus,krefftii,Phrynobatrachus_krefftii_Phrynobatrachidae,30.6,3.2,1.473612599,5,4.8,4.9,3.7,3.7,3.7,Semiaquatic,Diurnal,Lentic water,Free-living larvae,Lotic water,Absent
Phrynobatrachus_krefftii,Anura,Phrynobatrachidae,Phrynobatrachus,krefftii,Phrynobatrachus_krefftii_Phrynobatrachidae,29.7,2.9,1.426043147,4.7,4.6,4.65,4.1,3.7,3.9,Semiaquatic,Diurnal,Lentic water,Free-living larvae,Lotic water,Absent
Phrynobatrachus_natalensis,Anura,Phrynobatrachidae,Phrynobatrachus,natalensis,Phrynobatrachus_natalensis_Phrynobatrachidae,26.1,2.7,1.39247665,3.8,3.9,3.85,3.2,3.3,3.25,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Present
Phrynobatrachus_natalensis,Anura,Phrynobatrachidae,Phrynobatrachus,natalensis,Phrynobatrachus_natalensis_Phrynobatrachidae,27.9,2.2,1.300591447,3.6,3.5,3.55,3.1,3,3.05,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Present
Phrynobatrachus_natalensis,Anura,Phrynobatrachidae,Phrynobatrachus,natalensis,Phrynobatrachus_natalensis_Phrynobatrachidae,26.8,2.3,1.320006122,3.8,3.6,3.7,3.3,3.1,3.2,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Present
Phrynoidis_asper,Anura,Bufonidae,Phrynoidis,asper,Phrynoidis_aspera_Bufonidae,59.8,27.5,3.018405368,8.6,8.4,8.5,6.3,6.3,6.3,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Phrynoidis_asper,Anura,Bufonidae,Phrynoidis,asper,Phrynoidis_aspera_Bufonidae,57.2,20.5,2.736851837,7.7,7.8,7.75,6,6,6,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Phrynoidis_asper,Anura,Bufonidae,Phrynoidis,asper,Phrynoidis_aspera_Bufonidae,70.2,42.5,3.489766023,9.8,9,9.4,7,7.7,7.35,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Phrynoidis_juxtasper,Anura,Bufonidae,Phrynoidis,juxtasper,Phrynoidis_juxtaspera_Bufonidae,84.4,47.1,3.611383718,11.3,11,11.15,8.3,7.9,8.1,Ground-dwelling,NA,Lotic water,Free-living larvae,NA,Absent
Phrynoidis_juxtasper,Anura,Bufonidae,Phrynoidis,juxtasper,Phrynoidis_juxtaspera_Bufonidae,157.8,240,6.214465012,19.1,17.4,18.25,14.5,13.8,14.15,Ground-dwelling,NA,Lotic water,Free-living larvae,NA,Absent
Phrynoidis_juxtasper,Anura,Bufonidae,Phrynoidis,juxtasper,Phrynoidis_juxtaspera_Bufonidae,109.2,74,4.198336454,15.5,15.7,15.6,10.7,10.8,10.75,Ground-dwelling,NA,Lotic water,Free-living larvae,NA,Absent
Phrynomantis_microps,Anura,Microhylidae,Phrynomantis,microps,Phrynomantis_microps_Microhylidae,60.1,25.9,2.958693117,5.6,4.8,5.2,3.7,3.8,3.75,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Phrynomantis_microps,Anura,Microhylidae,Phrynomantis,microps,Phrynomantis_microps_Microhylidae,52.1,12.5,2.320794417,4.6,4.9,4.75,4,3.6,3.8,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Phrynomantis_microps,Anura,Microhylidae,Phrynomantis,microps,Phrynomantis_microps_Microhylidae,45,7.8,1.983192483,4.8,4.7,4.75,3.4,3.5,3.45,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Physalaemus_cuvieri,Anura,Leptodactylidae,Physalaemus,cuvieri,Physalaemus_cuvieri_Leptodactylidae,25.6,2.3,1.320006122,3.6,3.5,3.55,2.6,2.6,2.6,Ground-dwelling,Nocturnal,Lentic water,NA,NA,Absent
Physalaemus_cuvieri,Anura,Leptodactylidae,Physalaemus,cuvieri,Physalaemus_cuvieri_Leptodactylidae,26.8,1.9,1.23856233,3.7,3.5,3.6,3.1,3.1,3.1,Ground-dwelling,Nocturnal,Lentic water,NA,NA,Absent
Physalaemus_cuvieri,Anura,Leptodactylidae,Physalaemus,cuvieri,Physalaemus_cuvieri_Leptodactylidae,27.1,2.3,1.320006122,3.2,3.5,3.35,2.8,2.8,2.8,Ground-dwelling,Nocturnal,Lentic water,NA,NA,Absent
Pipa_carvalhoi,Anura,Pipidae,Pipa,carvalhoi,Pipa_carvalhoi_Pipidae,57.2,15,2.466212074,3.1,3.2,3.15,3.1,3.2,3.15,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pipa_carvalhoi,Anura,Pipidae,Pipa,carvalhoi,Pipa_carvalhoi_Pipidae,42.2,11,2.223980091,2.5,2.6,2.55,2.5,2.6,2.55,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pipa_carvalhoi,Anura,Pipidae,Pipa,carvalhoi,Pipa_carvalhoi_Pipidae,52.3,13,2.351334688,3.1,3.2,3.15,3.1,3.2,3.15,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pipa_carvalhoi,Anura,Pipidae,Pipa,carvalhoi,Pipa_carvalhoi_Pipidae,35,5,1.709975947,2.1,2.2,2.15,2.1,2.2,2.15,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pipa_pipa,Anura,Pipidae,Pipa,pipa,Pipa_pipa_Pipidae,127.6,195,5.798889998,3.1,NA,3.1,1.9,2.1,2,Aquatic,Nocturnal,Lentic water,No free-living larvae,No larvae,Absent
Pipa_pipa,Anura,Pipidae,Pipa,pipa,Pipa_pipa_Pipidae,117.1,218,6.018461655,3.9,4.3,4.1,2.5,2.3,2.4,Aquatic,Nocturnal,Lentic water,No free-living larvae,No larvae,Absent
Pipa_pipa,Anura,Pipidae,Pipa,pipa,Pipa_pipa_Pipidae,111.6,110,4.791419857,3.9,NA,3.9,2.4,NA,2.4,Aquatic,Nocturnal,Lentic water,No free-living larvae,No larvae,Absent
Pithecopus_hypochondrialis,Anura,Phyllomedusidae,Pithecopus,hypochondrialis,Phyllomedusa_hypochondrialis_Hylidae,43.7,3.8,1.560490751,5.5,5.3,5.4,4.3,4.4,4.35,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,NA
Pithecopus_hypochondrialis,Anura,Phyllomedusidae,Pithecopus,hypochondrialis,Phyllomedusa_hypochondrialis_Hylidae,39.7,2,1.25992105,5.4,5.1,5.25,3.7,4,3.85,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,NA
Pithecopus_hypochondrialis,Anura,Phyllomedusidae,Pithecopus,hypochondrialis,Phyllomedusa_hypochondrialis_Hylidae,41.2,2.5,1.357208808,5.3,5.3,5.3,3.8,4.1,3.95,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,NA
Platymantis_hazelae,Anura,Ceratobatrachidae,Platymantis,hazelae,Platymantis_hazelae_Ceratobatrachidae,31.5,2.2,1.300591447,4.7,5,4.85,4,3.9,3.95,Scansorial,NA,NA,No free-living larvae,No larvae,Absent
Platymantis_hazelae,Anura,Ceratobatrachidae,Platymantis,hazelae,Platymantis_hazelae_Ceratobatrachidae,29.6,1.7,1.193483192,4.5,4.5,4.5,3.7,3.7,3.7,Scansorial,NA,NA,No free-living larvae,No larvae,Absent
Plethodontohyla_notosticta,Anura,Microhylidae,Plethodontohyla,notosticta,Plethodontohyla_notosticta_Microhylidae,35.2,3.7,1.546680374,4.2,4.5,4.35,3.5,3.7,3.6,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Plethodontohyla_notosticta,Anura,Microhylidae,Plethodontohyla,notosticta,Plethodontohyla_notosticta_Microhylidae,39,6,1.817120593,4.4,4.2,4.3,3.3,3.7,3.5,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Plethodontohyla_notosticta,Anura,Microhylidae,Plethodontohyla,notosticta,Plethodontohyla_notosticta_Microhylidae,38.6,4.9,1.698499252,4.2,4.3,4.25,3.6,3.4,3.5,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Pleurodema_thaul,Anura,Leptodactylidae,Pleurodema,thaul,Pleurodema_thaul_Leptodactylidae,41.4,7.5,1.957433821,5.5,5.2,5.35,4,4.3,4.15,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Present
Pleurodema_thaul,Anura,Leptodactylidae,Pleurodema,thaul,Pleurodema_thaul_Leptodactylidae,39,6.7,1.885203631,5.5,5.2,5.35,4.2,4.5,4.35,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Present
Pleurodema_thaul,Anura,Leptodactylidae,Pleurodema,thaul,Pleurodema_thaul_Leptodactylidae,40.3,6,1.817120593,4.9,5,4.95,4,4.1,4.05,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Present
Probreviceps_loveridgei,Anura,Brevicipitidae,Probreviceps,loveridgei,Probreviceps_loveridgei_Brevicipitidae,51.7,16.6,2.550954404,5,5.3,5.15,4.4,4.1,4.25,Subfossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Probreviceps_loveridgei,Anura,Brevicipitidae,Probreviceps,loveridgei,Probreviceps_loveridgei_Brevicipitidae,45.2,10.3,2.175767114,4.8,4.3,4.55,3.8,3.7,3.75,Subfossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Probreviceps_loveridgei,Anura,Brevicipitidae,Probreviceps,loveridgei,Probreviceps_loveridgei_Brevicipitidae,32.3,4.4,1.638642541,4,3.8,3.9,2.9,3.1,3,Subfossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Proceratophrys_boiei,Anura,Odontophrynidae,Proceratophrys,boiei,Proceratophrys_boiei_Odontophrynidae,55.7,12.9,2.345290099,8,7.4,7.7,6.1,5.4,5.75,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Proceratophrys_boiei,Anura,Odontophrynidae,Proceratophrys,boiei,Proceratophrys_boiei_Odontophrynidae,58.1,21.7,2.789244452,8.3,8,8.15,6.1,6.1,6.1,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Proceratophrys_boiei,Anura,Odontophrynidae,Proceratophrys,boiei,Proceratophrys_boiei_Odontophrynidae,61.9,23.2,2.852086294,9.8,9.9,9.85,6.4,6.6,6.5,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pseudhymenochirus_merlini,Anura,Pipidae,Pseudhymenochirus,merlini,Pseudhymenochirus_merlini_Pipidae,44.7,7,1.912931183,3.6,3.5,3.55,2.8,2.5,2.65,Aquatic,NA,Lentic water,Free-living larvae,Lentic water,Absent
Pseudhymenochirus_merlini,Anura,Pipidae,Pseudhymenochirus,merlini,Pseudhymenochirus_merlini_Pipidae,45.6,7,1.912931183,3.2,3.3,3.25,2.4,2.2,2.3,Aquatic,NA,Lentic water,Free-living larvae,Lentic water,Absent
Pseudhymenochirus_merlini,Anura,Pipidae,Pseudhymenochirus,merlini,Pseudhymenochirus_merlini_Pipidae,44,7,1.912931183,4.2,3.5,3.85,2.5,2.5,2.5,Aquatic,NA,Lentic water,Free-living larvae,Lentic water,Absent
Pseudhymenochirus_merlini,Anura,Pipidae,Pseudhymenochirus,merlini,Pseudhymenochirus_merlini_Pipidae,38.6,5,1.709975947,2.8,3.2,3,2.3,2.4,2.35,Aquatic,NA,Lentic water,Free-living larvae,Lentic water,Absent
Pseudis_paradoxa,Anura,Hylidae,Pseudis,paradoxa,Pseudis_paradoxa_Hylidae,52.7,24.1,2.888499838,7.2,7.1,7.15,5.4,5.4,5.4,Aquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Pseudis_paradoxa,Anura,Hylidae,Pseudis,paradoxa,Pseudis_paradoxa_Hylidae,60.5,27.7,3.025705047,8,7.6,7.8,5.6,6.1,5.85,Aquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Pseudis_paradoxa,Anura,Hylidae,Pseudis,paradoxa,Pseudis_paradoxa_Hylidae,52.4,20.7,2.74572338,6.9,6.9,6.9,5.8,5.5,5.65,Aquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Ptychadena_mascareniensis,Anura,Ptychadenidae,Ptychadena,mascareniensis,Ptychadena_mascareniensis_Ptychadenidae,53.2,14.6,2.444092389,6.1,5.9,6,4.8,4.6,4.7,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Absent
Ptychadena_mascareniensis,Anura,Ptychadenidae,Ptychadena,mascareniensis,Ptychadena_mascareniensis_Ptychadenidae,50.8,13,2.351334688,6.2,5.8,6,4.4,4.6,4.5,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Absent
Ptychadena_mascareniensis,Anura,Ptychadenidae,Ptychadena,mascareniensis,Ptychadena_mascareniensis_Ptychadenidae,41.3,8.5,2.040827551,5.6,5.4,5.5,4.4,4,4.2,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Absent
Ptychadena_oxyrhynchus,Anura,Ptychadenidae,Ptychadena,oxyrhynchus,Ptychadena_oxyrhynchus_Ptychadenidae,62.5,27.8,3.029341715,7.6,7.7,7.65,5.4,5.5,5.45,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Ptychadena_oxyrhynchus,Anura,Ptychadenidae,Ptychadena,oxyrhynchus,Ptychadena_oxyrhynchus_Ptychadenidae,55.5,17.4,2.591292369,7.5,7.1,7.3,5.4,5.2,5.3,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Ptychadena_oxyrhynchus,Anura,Ptychadenidae,Ptychadena,oxyrhynchus,Ptychadena_oxyrhynchus_Ptychadenidae,55.4,16.9,2.566229944,6.9,7.3,7.1,4.9,5.2,5.05,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Pyxicephalus_edulis,Anura,Pyxicephalidae,Pyxicephalus,edulis,Pyxicephalus_edulis_Pyxicephalidae,46.2,9.3,2.102943717,6.1,6.4,6.25,4.5,4.5,4.5,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Pyxicephalus_edulis,Anura,Pyxicephalidae,Pyxicephalus,edulis,Pyxicephalus_edulis_Pyxicephalidae,52.5,15,2.466212074,6.6,6.7,6.65,4.6,4.6,4.6,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Pyxicephalus_edulis,Anura,Pyxicephalidae,Pyxicephalus,edulis,Pyxicephalus_edulis_Pyxicephalidae,76.8,41.8,3.470500361,9.9,10.1,10,7.2,7.5,7.35,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Quasipaa_fasciculispina,Anura,Dicroglossidae,Quasipaa,fasciculispina,Quasipaa_fasciculispina_Dicroglossidae,109.3,175,5.59344471,15,14.4,14.7,11.8,11.6,11.7,Semiaquatic,NA,Lotic water,NA,NA,Absent
Quasipaa_fasciculispina,Anura,Dicroglossidae,Quasipaa,fasciculispina,Quasipaa_fasciculispina_Dicroglossidae,106.2,125,5,15.4,15.5,15.45,12,12.4,12.2,Semiaquatic,NA,Lotic water,NA,NA,Absent
Quasipaa_fasciculispina,Anura,Dicroglossidae,Quasipaa,fasciculispina,Quasipaa_fasciculispina_Dicroglossidae,107.1,106,4.732623491,15.9,14.7,15.3,12.1,11.4,11.75,Semiaquatic,NA,Lotic water,NA,NA,Absent
Rana_amurensis,Anura,Ranidae,Rana,amurensis,Rana_amurensis_Ranidae,55,12.1,2.295770425,6.3,5.7,6,4.4,4.7,4.55,Ground-dwelling,NA,Lentic water,Free-living larvae,Lentic water,NA
Rana_amurensis,Anura,Ranidae,Rana,amurensis,Rana_amurensis_Ranidae,54,11.9,2.283051214,6.5,6,6.25,4.4,4.5,4.45,Ground-dwelling,NA,Lentic water,Free-living larvae,Lentic water,NA
Rana_amurensis,Anura,Ranidae,Rana,amurensis,Rana_amurensis_Ranidae,49.7,8,2,6,5.6,5.8,4.5,4.3,4.4,Ground-dwelling,NA,Lentic water,Free-living larvae,Lentic water,NA
Rana_chensinensis,Anura,Ranidae,Rana,chensinensis,Rana_chensinensis_Ranidae,64,29,3.072316826,7.1,7,7.05,4.8,5.6,5.2,Ground-dwelling,NA,Lentic water,Free-living larvae,Lentic water,Absent
Rana_chensinensis,Anura,Ranidae,Rana,chensinensis,Rana_chensinensis_Ranidae,55.4,15.2,2.477124659,6.9,6.8,6.85,4.7,4.5,4.6,Ground-dwelling,NA,Lentic water,Free-living larvae,Lentic water,Absent
Rana_chensinensis,Anura,Ranidae,Rana,chensinensis,Rana_chensinensis_Ranidae,53.5,10.7,2.203575453,6.1,6.5,6.3,4.6,5.2,4.9,Ground-dwelling,NA,Lentic water,Free-living larvae,Lentic water,Absent
Rana_japonica,Anura,Ranidae,Rana,japonica,Rana_japonica_Ranidae,62.6,19.3,2.682372593,7.6,7.2,7.4,5.5,4.7,5.1,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Absent
Rana_japonica,Anura,Ranidae,Rana,japonica,Rana_japonica_Ranidae,57.5,15.7,2.503993617,6.7,6.9,6.8,5.5,5.8,5.65,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Absent
Rana_temporaria,Anura,Ranidae,Rana,temporaria,Rana_temporaria_Ranidae,65.68,25.77,2.953734617,7.24,7.14,7.19,5.17,5.17,5.17,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Present
Rana_temporaria,Anura,Ranidae,Rana,temporaria,Rana_temporaria_Ranidae,66.63,28.4,3.050980604,8.05,7.45,7.75,5.39,5.63,5.51,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Present
Rana_temporaria,Anura,Ranidae,Rana,temporaria,Rana_temporaria_Ranidae,73.37,35.72,3.293344406,7.71,7.82,7.765,5.44,5.61,5.525,Ground-dwelling,Both,Lentic water,Free-living larvae,Lentic water,Present
Ranoidea_caerulea,Anura,Pelodryadidae,Ranoidea,caerulea,Litoria_caerulea_Hylidae,96,36.6,3.320170311,8.2,8.6,8.4,6.7,6.8,6.75,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Ranoidea_caerulea,Anura,Pelodryadidae,Ranoidea,caerulea,Litoria_caerulea_Hylidae,71.9,24,2.884499141,7.6,7.5,7.55,6.3,6.1,6.2,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Ranoidea_caerulea,Anura,Pelodryadidae,Ranoidea,caerulea,Litoria_caerulea_Hylidae,77.3,32.2,3.181402543,7.3,7.4,7.35,5.6,5.6,5.6,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Ranoidea_platycephala,Anura,Pelodryadidae,Ranoidea,platycephala,Ranoidea_platycephala_Hylidae,51.2,14,2.410142264,5.8,6,5.9,4.2,4.4,4.3,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Ranoidea_platycephala,Anura,Pelodryadidae,Ranoidea,platycephala,Ranoidea_platycephala_Hylidae,51.8,21.4,2.776331099,6.7,6.1,6.4,5,4.8,4.9,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Ranoidea_platycephala,Anura,Pelodryadidae,Ranoidea,platycephala,Ranoidea_platycephala_Hylidae,50.7,13.6,2.386966384,6.7,6.7,6.7,5.2,5.6,5.4,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Rentapia_hosii,Anura,Bufonidae,Rentapia,hosii,Rentapia_hosii_Bufonidae,107.2,86,4.414004962,11.4,11,11.2,9.4,9,9.2,Scansorial,NA,Plants,Free-living larvae,Lotic water,Present
Rentapia_hosii,Anura,Bufonidae,Rentapia,hosii,Rentapia_hosii_Bufonidae,76.1,41.1,3.451018393,9.7,9.7,9.7,7.2,7.7,7.45,Scansorial,NA,Plants,Free-living larvae,Lotic water,Present
Rentapia_hosii,Anura,Bufonidae,Rentapia,hosii,Rentapia_hosii_Bufonidae,77.8,38.3,3.37079953,8.9,8.8,8.85,7.1,7.4,7.25,Scansorial,NA,Plants,Free-living larvae,Lotic water,Present
Rentapia_hosii,Anura,Bufonidae,Rentapia,hosii,Rentapia_hosii_Bufonidae,77.2,39.8,3.414242447,8.8,8.9,8.85,7.2,7.6,7.4,Scansorial,NA,Plants,Free-living larvae,Lotic water,Present
Rhacophorus_dennysi,Anura,Rhacophoridae,Rhacophorus,dennysi,Rhacophorus_dennysi_Rhacophoridae,93.1,35.3,3.280385638,10,9.3,9.65,NA,6.2,6.2,Scansorial,NA,Plants,Free-living larvae,Lentic water,Absent
Rhacophorus_dennysi,Anura,Rhacophoridae,Rhacophorus,dennysi,Rhacophorus_dennysi_Rhacophoridae,91.6,35.8,3.29580121,9.4,9.5,9.45,7.4,7.4,7.4,Scansorial,NA,Plants,Free-living larvae,Lentic water,Absent
Rhacophorus_dennysi,Anura,Rhacophoridae,Rhacophorus,dennysi,Rhacophorus_dennysi_Rhacophoridae,93.3,43.4,3.514227799,9.5,10.5,10,7.7,7.3,7.5,Scansorial,NA,Plants,Free-living larvae,Lentic water,Absent
Rhaebo_glaberrimus,Anura,Bufonidae,Rhaebo,glaberrimus,Rhaebo_glaberrimus_Bufonidae,116.5,120,4.932424149,15.7,16.7,16.2,10,10.4,10.2,Ground-dwelling,Nocturnal,NA,Free-living larvae,NA,Absent
Rhaebo_glaberrimus,Anura,Bufonidae,Rhaebo,glaberrimus,Rhaebo_glaberrimus_Bufonidae,73.4,27.7,3.025705047,10,10,10,6.4,6.9,6.65,Ground-dwelling,Nocturnal,NA,Free-living larvae,NA,Absent
Rhaebo_glaberrimus,Anura,Bufonidae,Rhaebo,glaberrimus,Rhaebo_glaberrimus_Bufonidae,125.8,135,5.12992784,15.9,14.9,15.4,12,12.3,12.15,Ground-dwelling,Nocturnal,NA,Free-living larvae,NA,Absent
Rhaebo_nasicus,Anura,Bufonidae,Rhaebo,nasicus,Rhaebo_nasicus_Bufonidae,65.2,18.6,2.649543056,8.5,8,8.25,5.12,5.4,5.26,Subfossorial,Diurnal,NA,NA,NA,NA
Rhaebo_nasicus,Anura,Bufonidae,Rhaebo,nasicus,Rhaebo_nasicus_Bufonidae,38,5,1.709975947,5.8,5.2,5.5,4.3,3.8,4.05,Subfossorial,Diurnal,NA,NA,NA,NA
Rhaebo_nasicus,Anura,Bufonidae,Rhaebo,nasicus,Rhaebo_nasicus_Bufonidae,67.4,24.6,2.908339058,9.3,8.4,8.85,6.6,6.1,6.35,Subfossorial,Diurnal,NA,NA,NA,NA
